Start Station ID,closed,latitude,longitude,opened
2010,,40.72165481,-74.00234737,2013-01-01 00:00:00
2012,,40.739445,-73.97680600000002,2013-01-01 00:00:00
2017,,40.75022392,-73.97121414,2013-01-01 00:00:00
2021,,40.75929124,-73.98859651,2013-01-01 00:00:00
2022,,40.75849116,-73.95920622,2013-01-01 00:00:00
2023,,40.75968085,-73.97031366,2013-01-01 00:00:00
3002,,40.711512,-74.01575600000002,2013-01-01 00:00:00
3014,2016-06-01 00:00:00,40.722852,-73.959114,2015-08-01 00:00:00
3016,,40.771051856415305,-73.96433830261229,2015-08-01 00:00:00
3017,,40.751483,-73.996764,2016-07-01 00:00:00
3036,,40.684868747593924,-74.02544975280763,2016-07-01 00:00:00
3040,2016-11-01 00:00:00,40.646678,-74.016263,2016-07-01 00:00:00
3041,,40.67890679,-73.94142771,2015-08-01 00:00:00
3042,,40.6794268,-73.92989109999998,2015-08-01 00:00:00
3043,,40.6814598,-73.934903,2015-08-01 00:00:00
3044,,40.6800105,-73.938475,2015-08-01 00:00:00
3046,,40.682601,-73.938037,2015-08-01 00:00:00
3047,,40.68236870000001,-73.944118,2015-08-01 00:00:00
3048,,40.68402,-73.94977,2015-08-01 00:00:00
3049,,40.68488,-73.96304,2015-08-01 00:00:00
3050,,40.6851532,-73.94111,2015-08-01 00:00:00
3052,,40.686312,-73.935775,2015-08-01 00:00:00
3053,,40.6900815,-73.94791500000002,2015-08-01 00:00:00
3054,,40.6894932,-73.942061,2015-08-01 00:00:00
3055,,40.68833370000001,-73.950916,2015-08-01 00:00:00
3056,,40.69072549,-73.95133465,2015-08-01 00:00:00
3057,,40.69128258,-73.9452416,2015-08-01 00:00:00
3058,,40.69237074,-73.93705428,2015-08-01 00:00:00
3059,,40.6933982,-73.939877,2015-08-01 00:00:00
3060,,40.69425403,-73.94626915,2015-08-01 00:00:00
3061,,40.69622937,-73.94371094,2015-08-01 00:00:00
3062,,40.69539817,-73.94954908,2015-08-01 00:00:00
3063,,40.69527008,-73.95238108,2015-08-01 00:00:00
3064,,40.69681963,-73.93756926,2015-08-01 00:00:00
3065,,40.70029511,-73.95032283,2015-08-01 00:00:00
3066,,40.69957608,-73.94708417,2015-08-01 00:00:00
3067,,40.7016657,-73.9437303,2015-08-01 00:00:00
3068,,40.7031724,-73.940636,2015-08-01 00:00:00
3069,,40.70411791,-73.94818595,2015-08-01 00:00:00
3070,,40.70510918,-73.94407279,2015-08-01 00:00:00
3071,,40.70538077,-73.94976519,2015-08-01 00:00:00
3072,,40.70583339,-73.94644578,2015-08-01 00:00:00
3073,,40.70691254,-73.95441667,2015-08-01 00:00:00
3074,,40.70767788,-73.94016171,2015-08-01 00:00:00
3075,,40.70708701,-73.95796783,2015-08-01 00:00:00
3076,,40.70870368,-73.9448625,2015-08-01 00:00:00
3077,,40.70877084,-73.95095259,2015-08-01 00:00:00
3078,,40.70925562,-73.95982218,2015-11-01 00:00:00
3079,,40.71103537,-73.94714303,2015-08-01 00:00:00
3080,,40.70934000000001,-73.95608,2015-09-01 00:00:00
3081,,40.711863,-73.944024,2015-08-01 00:00:00
3082,,40.71167351,-73.95141312,2015-09-01 00:00:00
3083,,40.71247661,-73.94100005,2015-08-01 00:00:00
3084,,40.71348658,-73.94792458,2015-08-01 00:00:00
3085,,40.71469,-73.95739,2015-09-01 00:00:00
3086,,40.715143,-73.944507,2015-08-01 00:00:00
3087,,40.71413311,-73.95234386,2015-08-01 00:00:00
3088,,40.7160751,-73.95202900000002,2015-08-01 00:00:00
3089,2016-12-01 00:00:00,40.717318403855785,-73.9482021331787,2015-11-01 00:00:00
3090,,40.71774592,-73.95600096,2015-08-01 00:00:00
3091,,40.71764,-73.94882,2015-08-01 00:00:00
3092,,40.7190095,-73.95852515,2015-08-01 00:00:00
3093,,40.71745169,-73.95850939,2015-08-01 00:00:00
3094,,40.7169811,-73.94485918,2015-08-01 00:00:00
3095,,40.71929301,-73.94500379,2015-08-01 00:00:00
3096,,40.71924,-73.95241999999998,2015-11-01 00:00:00
3097,2016-06-01 00:00:00,40.71921585,-73.94244690000002,2015-08-01 00:00:00
3098,,40.71928,-73.94861,2015-08-01 00:00:00
3099,,40.72152240339303,-73.94898265600203,2015-10-01 00:00:00
3100,,40.724812564400175,-73.94752621650694,2016-03-01 00:00:00
3101,,40.72079821,-73.95484712,2015-08-01 00:00:00
3102,,40.72179134,-73.95041540000003,2015-08-01 00:00:00
3103,,40.72153267,-73.95782357,2015-08-01 00:00:00
3104,2016-04-01 00:00:00,40.72057658,-73.96150225,2015-08-01 00:00:00
3105,,40.724055,-73.955736,2015-08-01 00:00:00
3106,,40.72325,-73.94308000000002,2015-08-01 00:00:00
3107,,40.72311651,-73.95212324,2015-08-01 00:00:00
3108,,40.72557000000001,-73.94434,2015-08-01 00:00:00
3109,,40.72606,-73.95621,2015-08-01 00:00:00
3110,,40.72708584,-73.95299117,2015-08-01 00:00:00
3111,,40.7258483,-73.95064893,2015-08-01 00:00:00
3112,,40.72906,-73.95779,2015-08-01 00:00:00
3113,,40.73026,-73.95394,2015-08-01 00:00:00
3114,,40.73165141,-73.96161892,2015-08-01 00:00:00
3115,,40.73232194,-73.9550858,2015-08-01 00:00:00
3116,,40.73266,-73.95826,2015-10-01 00:00:00
3117,,40.73564,-73.95866,2015-08-01 00:00:00
3118,,40.73555,-73.95284000000002,2015-08-01 00:00:00
3119,,40.74232744,-73.95411749,2015-08-01 00:00:00
3120,,40.74161,-73.96044,2015-08-01 00:00:00
3121,,40.74524768,-73.94733276,2015-08-01 00:00:00
3122,,40.74436328706688,-73.95587325096129,2015-10-01 00:00:00
3123,,40.74469738,-73.93540375,2015-08-01 00:00:00
3124,,40.74731,-73.95451,2015-08-01 00:00:00
3125,,40.74708586,-73.94977234,2015-08-01 00:00:00
3126,,40.74718234,-73.9432635,2015-08-01 00:00:00
3127,,40.74966,-73.9521,2015-08-01 00:00:00
3128,,40.75052534,-73.94594845,2015-08-01 00:00:00
3129,,40.75110165,-73.94073717,2015-08-01 00:00:00
3130,2015-11-01 00:00:00,40.75325964,-73.94335788,2015-08-01 00:00:00
3131,,40.76712840349542,-73.96224617958069,2016-04-01 00:00:00
3132,,40.76350532,-73.97109243,2015-09-01 00:00:00
3133,2015-10-01 00:00:00,40.76735637,-73.96493528,2015-08-01 00:00:00
3134,,40.76312584,-73.96526895,2015-09-01 00:00:00
3135,,40.77112927,-73.95772297,2015-09-01 00:00:00
3136,2016-07-01 00:00:00,40.76650452,-73.97147595,2015-09-01 00:00:00
3137,,40.77282817,-73.96685276,2015-09-01 00:00:00
3138,2016-10-01 00:00:00,40.774405455003,-73.96175265312193,2015-12-01 00:00:00
3139,,40.77122923,-73.96432627,2015-09-01 00:00:00
3140,,40.77140426,-73.9535166,2015-09-01 00:00:00
3141,,40.76500525,-73.95818491,2015-09-01 00:00:00
3142,,40.7612274,-73.96094022,2015-09-01 00:00:00
3143,,40.77682863439968,-73.96388769149779,2015-10-01 00:00:00
3144,,40.77677702,-73.95900970000002,2015-09-01 00:00:00
3145,,40.77862688,-73.95772073,2015-09-01 00:00:00
3146,,40.77573034,-73.9567526,2015-09-01 00:00:00
3147,,40.77801203,-73.95407149,2015-09-01 00:00:00
3148,,40.77565541,-73.95068615,2015-09-01 00:00:00
3149,2015-12-01 00:00:00,40.77517793,-73.95324922,2015-09-01 00:00:00
3150,,40.77536905,-73.94803392,2015-09-01 00:00:00
3151,,40.7728384,-73.94989233,2015-11-01 00:00:00
3152,,40.76873687,-73.96119945,2016-06-01 00:00:00
3153,2016-11-01 00:00:00,40.76817546742245,-73.95910263061523,2015-12-01 00:00:00
3154,2016-11-01 00:00:00,40.77314236,-73.95856158,2015-11-01 00:00:00
3155,,40.76440023,-73.96648977,2015-10-01 00:00:00
3156,,40.76663814,-73.95348296,2015-09-01 00:00:00
3157,,40.77518615,-73.94446054,2015-10-01 00:00:00
3158,,40.77163851,-73.98261428,2015-08-01 00:00:00
3159,,40.77492513,-73.98266566,2015-09-01 00:00:00
3160,,40.77896784,-73.97374737,2015-09-01 00:00:00
3161,,40.7801839724239,-73.97728532552719,2015-10-01 00:00:00
3162,,40.78339981,-73.98093133,2015-10-01 00:00:00
